objid,u,g,r,i,dered_u,dered_g,dered_r,dered_i,z,camcol,field,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,specobjid,specClass,z,objType,mag_0,mag_1,mag_2
587731514221592737,19.614811,19.15645,19.138821,19.158203,19.491877,19.065996,19.073215,19.108458,2.36601,6,123,19.619993,19.166611,19.152912,19.160156,18.952047,113657202400559104,4,2.36601,1,19.211794,19.071228,19.092398
587732482218786877,18.800102,18.708975,18.621193,18.53227,18.69483,18.631517,18.565014,18.489672,2.12543,1,412,18.800774,18.730583,18.62566,18.525778,18.398136,361359006230380544,3,2.12543,1,18.932703,18.806343,18.687836
587732483279683742,20.501116,19.846121,19.340105,19.00415,20.371702,19.750898,19.271042,18.951782,2.07095,3,216,20.521133,19.828348,19.342964,19.009031,18.626253,271286503877902336,3,2.07095,1,19.87475,19.351145,19.019199
587732483281649685,18.32856,16.824907,16.726276,16.548103,18.233631,16.755058,16.675617,16.509689,2.95486,3,246,18.31159,16.791517,16.724981,16.536268,16.524803,271567992905531392,4,2.95486,1,16.803242,16.727209,16.61025
587732483292463114,19.400976,18.966692,18.834375,18.748936,19.301746,18.893681,18.781422,18.708782,2.17739,3,411,19.406227,18.974602,18.844805,18.761091,18.584272,361640370976587776,3,2.17739,1,18.684864,18.61985,18.556345
587732483293839440,22.228098,19.626488,19.395437,19.50449,22.13385,19.55714,19.34514,19.466352,3.01357,3,432,22.167048,19.641466,19.412163,19.524027,19.474762,361921789275668480,4,3.01357,1,19.448494,19.217205,19.351627
587732483296395276,19.594379,18.921127,18.881964,18.804461,19.532736,18.875771,18.849068,18.779516,2.43311,3,471,19.604118,18.948915,18.899351,18.818457,18.549982,362766249534423040,3,2.43311,1,18.742321,18.669077,18.630093
587732483810132160,22.098251,20.00705,19.703241,19.583893,22.014217,19.945217,19.658396,19.549889,3.11169,4,118,22.023739,20.010967,19.691532,19.568556,19.543039,264531075148021760,3,3.11169,1,20.007671,19.716959,19.676243
587732483813671055,23.773544,20.230125,19.903158,19.776722,23.713751,20.186131,19.871248,19.752525,3.2204,4,172,23.839819,20.246462,19.915041,19.78442,19.982033,265655858325618688,3,3.2204,1,20.324978,20.05682,19.972519
587732483816095929,21.294037,19.576368,19.44223,19.205252,21.195095,19.503569,19.389429,19.165215,2.97398,4,209,21.306068,19.550444,19.452908,19.225838,19.070957,271004930708340736,4,2.97398,1,19.628765,19.45842,19.233936
587732483818717198,18.836739,18.349991,18.055695,17.850163,18.754055,18.289152,18.01157,17.816704,2.1395,4,249,18.844412,18.307268,18.085587,17.862787,17.715132,271567992981028864,3,2.1395,1,18.442482,18.262817,18.176905
587732483820945644,24.878841,21.625221,20.323151,20.199892,24.77989,21.552414,20.270344,20.159851,4.02594,4,283,24.756006,21.647556,20.351673,20.240911,20.237028,272412374479142912,4,4.02594,1,22.148949,20.603313,20.503319
587732483824877577,19.844475,19.186724,19.046778,19.018532,19.766571,19.129404,19.005205,18.987007,2.3823,4,343,19.852663,19.193857,19.045135,19.023523,18.764078,359951517383393280,4,2.3823,1,19.153658,19.075378,19.079226
587732703412486190,19.428654,19.150066,19.060398,18.971352,19.350048,19.092228,19.01845,18.939543,2.17404,5,456,19.420923,19.138237,19.049416,18.973375,18.738342,457344654837284864,3,2.17404,1,19.164089,19.121778,19.039114
587732771570188620,24.770906,21.864895,20.175558,19.696249,24.498373,21.664368,20.030119,19.585966,4.14733,4,76,24.592175,21.888607,20.18804,19.71571,19.599365,334337179088060416,2,4.14733,1,22.462486,20.455017,19.860075
587732772112499020,24.755087,23.086016,21.080647,19.726414,24.561247,22.94339,20.977201,19.647974,4.69917,5,159,24.641333,23.061411,21.062197,19.715586,19.47714,336870560954843136,3,4.69917,1,23.722639,21.28661,19.797302
587732772127309873,18.577631,18.326303,18.284468,18.234121,18.434593,18.221058,18.208134,18.176241,2.08861,5,385,18.575994,18.319859,18.277843,18.237665,18.167257,345314814899257344,3,2.08861,1,18.521992,18.446976,18.437302
587732772131504567,24.389229,20.673168,20.02911,19.856873,24.215221,20.545135,19.936251,19.786459,3.39392,5,449,24.074896,20.701244,20.074263,19.883934,19.647879,347003651253862400,3,3.39392,1,21.022001,20.357729,20.23033
587732772132094095,19.94857,19.150537,18.919325,18.601385,19.830582,19.063723,18.856359,18.55364,2.1712,5,458,19.937614,19.105835,18.927227,18.617756,18.245098,347285138872205312,3,2.1712,1,19.114796,18.839485,18.546066
587732772663328912,19.751137,19.327646,19.320742,19.202394,19.517582,19.1558,19.196104,19.107885,2.20823,6,372,19.757303,19.30479,19.318188,19.183453,18.988804,345314814056202240,3,2.20823,1,19.273289,19.220991,19.20035
587733080270504094,21.945946,19.86619,19.630831,19.67082,21.866817,19.807968,19.588604,19.638802,3.02292,3,69,21.929873,19.854124,19.626146,19.666281,19.53097,284797341272113152,3,3.02292,1,20.178831,19.9046,19.853935
587734305950859558,20.607517,19.102196,18.81163,18.593056,20.354439,18.915983,18.676573,18.490646,2.90961,6,131,20.603262,19.103184,18.802948,18.591032,18.57431,105212595954253824,4,2.90961,1,18.963125,18.682352,18.472363
587734623244255251,18.771866,18.519142,18.351671,18.276928,18.620119,18.407488,18.270691,18.215523,2.02635,5,172,18.787323,18.534575,18.360435,18.277885,18.147926,341093677378043904,3,2.02635,1,18.573544,18.340168,18.246349
587734690352332972,24.492699,20.882141,19.689512,19.498848,24.266594,20.715776,19.56885,19.407354,3.71509,2,160,24.56361,20.903,19.715685,19.533936,19.559015,336589045549236224,4,3.71509,1,21.004244,19.733273,19.71719
587734690353381548,20.210291,19.428999,19.258245,19.151106,19.95978,19.244677,19.124559,19.049736,2.23741,2,176,20.227798,19.461864,19.271399,19.179525,18.837505,336870559730106368,3,2.23741,1,19.460571,19.279898,19.19437
587734863219720350,19.958521,18.805382,18.344843,17.974489,19.799946,18.688704,18.26022,17.91032,2.28774,4,83,19.952007,18.806078,18.336426,17.977293,17.573812,348411159067492352,3,2.28774,1,18.985962,18.313305,17.934778
587734892214943872,19.180246,18.645382,18.475473,18.321196,19.040607,18.542637,18.400953,18.26469,2.17724,2,147,19.189257,18.6647,18.467184,18.327261,18.148539,345314812890185728,3,2.17724,1,18.780638,18.505831,18.353212
587734893821558834,18.233644,17.929325,17.866661,17.814955,18.126457,17.850458,17.80946,17.77158,2.13186,5,86,18.261257,17.916813,17.861069,17.807428,17.728315,343907512740741120,3,2.13186,1,18.377857,18.216526,18.153439
587734893821886551,19.755136,19.087999,18.882223,18.708483,19.674665,19.02879,18.839279,18.67592,2.28283,5,91,19.746889,19.095917,18.92268,18.734449,18.37616,344189038313340928,3,2.28283,1,19.198994,18.962841,18.810677
587735348038336696,24.838354,22.243685,20.03108,19.484493,24.637358,22.095793,19.923817,19.403158,4.2687,3,452,24.686886,22.224613,20.059237,19.508257,19.344894,497595790856814592,3,4.2687,1,22.810108,20.236057,19.527493
587735348562101150,25.820892,25.4613,21.602652,20.201323,25.6143,25.309292,21.492403,20.117723,4.87792,4,252,25.58857,25.537466,21.597277,20.19747,20.061827,491401732123787264,3,4.87792,1,0,22.140385,20.421415
587735349092483421,25.780567,21.253319,20.119381,19.955492,25.630375,21.142809,20.03923,19.894716,3.83144,5,153,25.772675,21.24515,20.110512,19.949459,19.899446,725593313637302272,3,3.83144,1,21.556097,20.283352,20.27051
587735349101461787,21.993046,20.191887,19.538763,19.551165,21.819918,20.064501,19.446371,19.481108,2.21924,5,290,21.974154,20.229025,19.531311,19.521881,19.519318,492246375853981696,0,2.21924,1,0,0,24.55677
587735349643640854,18.419323,18.268047,18.230356,18.10214,18.197914,18.105137,18.1122,18.012547,2.05165,6,371,18.405802,18.273357,18.227665,18.093151,17.920616,493936397669892096,3,2.05165,1,18.35537,18.269756,18.12335
587735349648425175,25.905575,21.426418,20.016312,19.873793,25.751961,21.313391,19.934334,19.811632,3.71397,6,444,25.621454,21.469429,20.064157,19.926773,19.760983,497314453931425792,4,3.71397,1,21.669512,20.126978,19.874783
587735489215332427,18.536909,17.988884,17.944973,17.900249,18.455858,17.929249,17.90172,17.867453,2.25384,2,146,18.531532,17.996881,17.953661,17.88776,17.745239,364455193384845312,3,2.25384,1,17.968819,17.890308,17.853237
587735695371927627,20.152592,19.560312,19.387054,19.070377,20.102121,19.523176,19.360121,19.049953,2.20942,2,118,20.152096,19.580376,19.391275,19.08461,18.762732,370929168289890304,3,2.20942,1,19.626228,19.44079,19.118977
587735742612898003,23.710369,20.358286,19.900564,19.440031,23.594763,20.273224,19.838871,19.39325,3.15269,2,62,23.67675,20.338726,19.891466,19.44561,19.343906,394574694944079872,4,3.15269,1,19.997368,19.546535,19.230318
587735743690703208,25.735102,20.964949,19.701258,19.443384,25.548658,20.827766,19.601761,19.367939,4.05468,4,124,25.464716,20.958576,19.692547,19.447681,19.408783,395699228350873600,2,4.05468,1,21.452427,20.062695,19.708794
587736478128341254,25.452496,21.085569,19.326605,19.210962,25.310675,20.981218,19.250921,19.153574,4.14135,4,97,25.382978,21.080866,19.343042,19.219326,19.224363,481270659838640128,4,4.14135,1,21.521261,19.4669,19.302368
587736478663508201,24.518675,19.805103,19.11725,18.969316,24.372578,19.697607,19.039286,18.910198,3.46919,5,71,24.320457,19.811157,19.115501,18.971651,18.843849,480709220920983552,4,3.46919,1,19.729435,19.084209,19.005774
587736542556520509,19.869192,19.277288,19.164913,19.129011,19.735672,19.179045,19.093658,19.074982,2.55469,4,153,19.846722,19.298166,19.161747,19.130825,19.021626,510263707729657856,3,2.55469,1,19.742306,19.611191,19.550938
587736543627640899,19.580845,19.036619,19.074537,19.094061,19.463449,18.950241,19.011889,19.046556,2.46383,6,113,19.555012,19.049162,19.073069,19.095608,18.949982,509700752768237568,4,2.46383,1,19.311331,19.230309,19.143391
587736547385541413,24.982203,22.656431,21.146229,20.257404,24.776258,22.504898,21.036325,20.174068,4.37674,5,110,24.833797,22.689802,21.11397,20.252518,20.464214,515615005568139264,0,4.37674,1,22.113243,21.34787,20.273247
587736547386654823,19.850166,19.522593,19.22785,19.050085,19.61705,19.351068,19.103447,18.955753,2.14193,5,127,19.868006,19.543135,19.236162,19.050987,18.71261,516177972504297472,3,2.14193,1,19.341688,19.174662,19.038437
587736584437039410,21.991016,20.323494,20.25802,20.122524,21.83338,20.207506,20.173897,20.058737,2.84382,2,223,21.965021,20.330994,20.242321,20.131096,19.931955,391758541221789696,4,2.84382,1,20.466003,20.419016,20.351566
587736586043523321,20.92034,18.240545,17.955692,17.791197,20.821905,18.168118,17.903162,17.751364,3.17908,5,160,20.908936,18.241217,17.933567,17.787701,17.647676,390070940022603776,4,3.17908,1,18.388412,18.099001,17.926233
587736586050470222,22.948963,19.726383,19.273193,19.124763,22.627628,19.489948,19.101711,18.994734,3.37473,5,266,22.979294,19.741573,19.292112,19.149258,19.077824,443834328036671488,4,3.37473,1,19.724937,19.255846,19.115105
587736586051256910,24.200869,21.236391,20.889755,20.085482,23.935938,21.041458,20.748373,19.978275,3.09116,5,278,24.166712,21.261909,20.913574,20.08386,19.785519,443271291684782080,3,3.09116,1,21.629515,21.098448,20.182549
587736586573644021,24.406256,21.864956,20.157187,19.773695,24.339499,21.815836,20.121561,19.746681,4.05244,6,57,24.392729,21.830706,20.156199,19.768375,19.492048,388381988509188096,3,4.05244,1,21.804913,20.021349,19.570122
587736807766163716,26.00634,24.298828,21.091324,19.317087,25.866167,24.19569,21.01652,19.260365,4.90013,2,83,25.926292,24.314581,21.081387,19.314825,19.200998,479861758861770752,3,4.90013,1,0,21.936352,20.305527
587736807770357864,18.665567,18.189199,18.063526,17.978361,18.516451,18.079481,17.98395,17.91802,2.21015,2,147,18.678114,18.219618,18.064234,17.97646,17.736471,481833618604294144,3,2.21015,1,18.384338,18.180725,18.068035
587736809373106334,23.372093,20.078043,19.380894,19.116253,23.25082,19.988811,19.316175,19.067179,3.23792,5,27,23.259388,20.077444,19.369616,19.116528,18.898794,499567504293625856,3,3.23792,1,19.955805,19.184071,18.967159
587736812059427021,21.735209,19.606764,19.379534,19.288361,21.551895,19.471884,19.281708,19.214182,3.04443,2,57,21.633636,19.623009,19.402704,19.306793,19.247511,484931203451846656,4,3.04443,1,19.552803,19.281101,19.187473
587736812594135309,25.459724,22.143862,20.474424,20.121889,25.246168,21.986731,20.360458,20.035473,4.02563,3,24,25.199059,22.15542,20.502758,20.135866,19.719988,483805294627913728,4,4.02563,1,23.80673,20.976173,20.428715
587736812595380325,19.108524,18.49831,18.389462,18.356798,18.884489,18.333467,18.269903,18.266142,2.37511,3,43,19.119499,18.525616,18.423498,18.388012,18.149651,484368261824118784,4,2.37511,1,18.549383,18.381428,18.314995
587736813672530349,22.839071,21.528137,20.355694,20.270428,22.644695,21.385117,20.251963,20.191772,3.81388,5,95,22.827372,21.53293,20.373505,20.286526,20.414829,486054033690198016,3,3.81388,1,21.98794,20.624912,20.466679
587736897965654199,21.024675,19.301655,19.074612,19.118643,20.784765,19.125132,18.946581,19.021561,2.86991,2,162,21.007456,19.303225,19.090498,19.126356,18.91853,443552841102000128,4,2.86991,1,19.387022,19.133081,19.195217
587736899040248163,23.932066,20.396448,19.754953,19.622286,23.713764,20.235825,19.638454,19.533949,3.42941,4,175,23.960054,20.396521,19.754108,19.613523,19.478689,443271293618356224,3,3.42941,1,20.338953,19.605621,19.45262
587736899574890596,19.805233,19.11322,18.767403,18.74468,19.596821,18.959873,18.656183,18.660345,2.30899,5,141,19.774351,19.120605,18.767307,18.746937,18.628813,444115799800545280,4,2.30899,1,19.024448,18.752295,18.777611
587736914607014073,23.270226,20.43852,20.172592,20.146933,23.089579,20.305603,20.076189,20.073833,3.2563,1,137,23.190895,20.432295,20.171516,20.141769,20.170071,483242246234177536,4,3.2563,1,20.210415,19.778416,19.686695
587736915686457369,19.008698,17.811275,17.725668,17.670828,18.77463,17.639051,17.600756,17.576111,2.74981,3,224,19.002682,17.828943,17.719769,17.656593,17.460932,486054033564368896,4,2.74981,1,17.750574,17.666128,17.602757
587736916750958736,19.671923,19.216923,19.014433,18.897198,19.571793,19.143248,18.960999,18.85668,2.09092,5,83,19.680828,19.244251,19.037998,18.910402,18.776804,480989056113573888,3,2.09092,1,19.402172,19.129492,19.00243
587736916754432002,19.334829,18.725971,18.594221,18.550055,19.188545,18.618336,18.516155,18.49086,2.65126,5,136,19.324429,18.744314,18.606916,18.577255,18.449076,483242247391805440,4,2.65126,1,18.85091,18.724838,18.701031
587736919968448778,24.028759,20.908575,20.358532,20.191771,23.833405,20.764835,20.25428,20.112719,3.19321,3,26,23.892305,20.918968,20.381674,20.224674,19.985756,444678653633101824,4,3.19321,1,21.054138,20.517216,20.346514
587736920513511913,19.260126,19.187515,19.108957,18.979115,18.903994,18.925476,18.918905,18.835003,2.04799,4,151,19.255316,19.184282,19.105186,18.982012,18.848635,441299662964523008,3,2.04799,1,19.032469,18.982563,18.918007
587736921045205076,18.901655,18.763622,18.613544,18.398829,18.71726,18.627947,18.515141,18.324213,2.04347,5,72,18.886757,18.781408,18.630354,18.411779,18.184309,443834329303351296,3,2.04347,1,18.982742,18.723761,18.460215
587736941443481625,19.97809,19.057718,18.821266,18.945173,19.931623,19.023529,18.796469,18.926371,2.66717,3,29,19.948565,19.071507,18.833138,18.959396,18.640867,462410039575969792,4,2.66717,1,19.007994,18.735229,18.769861
587736942526136678,24.279701,21.415993,19.815807,19.55002,24.148981,21.319811,19.746048,19.497124,3.94087,5,165,24.138811,21.399002,19.827679,19.565031,19.45278,465226681066455040,3,3.94087,1,21.409397,19.705835,19.452065
587736976881025193,23.357899,20.212431,19.870241,19.795029,23.250614,20.133492,19.812988,19.751616,3.33646,5,91,23.268425,20.210461,19.885427,19.802902,19.672667,519272380489531392,4,3.33646,1,20.213013,19.774195,19.751163
587736976886923299,19.66461,18.78758,18.707325,18.577843,19.299059,18.518612,18.512247,18.42992,2.53133,5,181,19.670027,18.791748,18.705431,18.577927,18.218149,521240067826515968,4,2.53133,1,18.835655,18.734594,18.630306
587737808495444138,18.999186,18.944761,18.899,18.778782,18.815676,18.809736,18.801069,18.704523,2.05266,2,112,19.014847,18.976883,18.923265,18.806263,18.624914,500972001549090816,3,2.05266,1,19.092335,19.044676,18.933073
587737809566236964,19.890541,19.194143,19.081188,19.05452,19.602322,18.982073,18.927378,18.937889,2.27573,4,67,19.86866,19.195148,19.086756,19.058359,18.736345,488586870377152512,3,2.27573,1,19.48176,19.150713,19.097313
587737810105925945,22.330271,20.729748,19.703573,19.609404,22.134666,20.585825,19.599188,19.530251,3.60571,5,110,22.251947,20.744854,19.72872,19.631117,19.584074,500972000882196480,3,3.60571,1,20.68491,19.684872,19.561794
587737810646466674,19.986883,19.435791,19.225088,19.150126,19.647631,19.186172,19.044043,19.012844,2.41219,6,166,19.977039,19.448853,19.210855,19.147221,19.048719,502099176205582336,3,2.41219,1,19.743784,19.462475,19.381107
587737810649284756,22.767672,20.364067,19.972725,19.980612,22.372984,20.07366,19.762096,19.8209,3.1861,6,209,22.738354,20.368864,19.983446,19.98741,19.888229,527999455228592128,3,3.1861,1,21.323883,20.503557,20.527935
587737827287498987,20.667349,19.138754,18.992857,19.003275,20.473822,18.996359,18.88958,18.924963,2.9135,5,136,20.64094,19.138494,18.985613,19.001047,18.982018,526587484822306816,3,2.9135,1,19.254866,19.06822,19.040558
587737827288678474,19.761364,19.452326,19.319098,19.159708,19.491827,19.254004,19.175257,19.050638,2.06668,5,154,19.752361,19.45418,19.315716,19.152571,18.89142,501817688352358400,3,2.06668,1,19.47216,19.333969,19.185799
587738410865262786,25.765482,21.442209,20.381933,20.14526,25.569042,21.297672,20.277102,20.065769,3.50561,4,122,25.709616,21.435446,20.370943,20.138943,20.140825,491964741795708928,4,3.50561,1,21.391235,20.461544,20.216013
587738411401085008,22.139177,20.048485,19.737753,19.691866,21.908224,19.878551,19.614504,19.59841,3.02046,5,106,22.114956,20.021177,19.736353,19.694202,19.604954,491683210493689856,4,3.02046,1,20.161123,19.806347,19.750383
587738568709112290,24.452938,22.69063,20.559526,20.079641,24.337496,22.605688,20.497919,20.032927,2.19325,2,180,24.269701,22.754307,20.57863,20.096401,19.603415,499283249286086656,0,2.19325,1,22.765127,21.000042,20.229795
587738572463013929,19.501024,18.913387,18.654175,18.320189,19.43087,18.861769,18.616735,18.2918,2.25826,1,116,19.510216,18.950029,18.647928,18.329863,17.903679,572468307664306176,3,2.25826,1,18.847637,18.596966,18.268169
587738573533086009,24.866768,22.275372,20.648487,20.089939,24.793968,22.221806,20.609636,20.06048,2.74043,3,60,24.601618,22.31566,20.701073,20.124615,20.241394,587949502342627328,0,2.74043,1,23.399376,21.093393,20.551596
587738573536690396,25.433367,21.469343,20.21295,20.169199,25.368967,21.421957,20.178581,20.143139,3.70466,3,115,25.342167,21.481297,20.250683,20.186174,20.293678,572468307513311232,3,3.70466,1,21.782566,20.338827,20.407026
587738574070743105,20.124393,17.755671,17.624863,17.57663,20.064518,17.711615,17.592911,17.552401,2.98497,4,72,20.10766,17.758667,17.619654,17.565601,17.399315,556705704413495296,4,2.98497,1,17.771938,17.592888,17.553589
587738574073102514,20.392067,19.210272,19.092472,19.092569,20.326303,19.161882,19.057377,19.065958,2.99784,4,108,20.377478,19.207157,19.097095,19.087721,19.047529,567120212835434496,4,2.99784,1,19.557751,19.344187,19.361115
587738575145926987,24.198339,25.251171,21.105753,19.523359,24.165733,25.22718,21.088352,19.510164,5.02594,6,94,24.092089,25.202141,21.080603,19.527294,19.272964,564586991186870272,3,5.02594,1,28.031242,21.567398,19.697735
587738615944052809,23.625507,19.251696,18.865868,18.801376,23.518497,19.172958,18.808762,18.758074,3.22518,2,32,23.373421,19.268696,18.874699,18.803101,18.849579,548824223838109696,4,3.22518,1,19.273876,18.868168,18.78463
587738615946084412,19.495209,19.085892,18.888144,18.834774,19.408512,19.0221,18.841877,18.799692,2.14373,2,63,19.501266,19.109009,18.895292,18.830915,18.639593,550513112210472960,3,2.14373,1,18.985256,18.808409,18.726208
587738615952048247,22.370358,20.058479,19.799242,19.771074,22.258612,19.976257,19.739609,19.725855,3.05385,2,154,22.313965,20.066904,19.802349,19.773201,19.725243,594423317054619648,4,3.05385,1,20.141605,19.769062,19.702974
587738617028149424,22.885759,21.197851,20.227142,20.172861,22.790874,21.128035,20.176506,20.134464,3.62265,4,190,22.827305,21.206097,20.247442,20.205814,19.883978,562335060758364160,3,3.62265,1,21.829235,20.679739,20.387255
587738617030836249,19.032539,18.314152,17.922548,17.861612,18.923405,18.23385,17.864307,17.81745,2.20977,4,231,19.061646,18.289894,17.940262,17.870369,17.687685,563461179448492032,3,2.20977,1,18.349054,17.879299,17.819639
587738618101366851,18.593287,18.364597,18.232384,18.14476,18.48749,18.286753,18.175924,18.101948,2.06762,6,182,18.596254,18.373426,18.238762,18.138597,17.936424,573312604072574976,3,2.06762,1,18.525909,18.299751,18.207096
587738946660466715,19.892227,19.26178,19.165903,19.076229,19.642639,19.078136,19.032709,18.975233,2.3012,2,92,19.889114,19.273226,19.157997,19.088367,18.864872,542631293435772928,4,2.3012,1,19.606129,19.392578,19.271297
587738947755966576,25.773672,18.962631,18.318949,18.213827,25.655289,18.875526,18.255774,18.165922,3.34918,4,424,25.633125,18.973623,18.333437,18.219038,18.135674,556423910313164800,3,3.34918,1,19.136332,18.486706,18.405083
587738952027013238,23.41769,20.895138,19.67775,19.538351,23.339304,20.837461,19.635918,19.506632,3.56662,4,59,23.157904,20.921209,19.708281,19.555439,19.690342,560084678208389120,4,3.56662,1,21.120901,19.833317,19.622826
587739096444239897,18.904566,18.480385,18.453281,18.393494,18.812136,18.412376,18.403955,18.356091,2.19022,1,43,18.910334,18.524965,18.481464,18.418522,18.227545,570216314329628672,3,2.19022,1,18.345839,18.338612,18.31263
587739096985043009,19.253925,18.038292,17.820183,17.654789,19.138416,17.953302,17.758541,17.608047,2.90058,2,103,19.261938,18.0389,17.846533,17.680489,17.480822,594986270942298112,4,2.90058,1,18.038151,17.838856,17.673363
587739097531613297,20.326843,19.069784,18.879057,18.836397,20.278038,19.033873,18.853012,18.816647,2.82019,3,251,20.307329,19.072943,18.882849,18.830265,18.656221,569655167868207104,3,2.82019,1,19.13205,18.888454,18.79171
587739130811187329,21.74785,19.901646,19.8027,19.899963,21.682346,19.853449,19.767744,19.873457,3.03614,1,153,21.641359,19.901155,19.811722,19.910795,19.751776,518706692473487360,4,3.03614,1,19.903931,19.735487,19.789413
587739720305606808,22.130493,18.789944,17.852118,17.767046,21.854456,18.58684,17.704809,17.655346,3.60678,3,308,22.133808,18.780579,17.849113,17.766109,17.700121,608498829783728128,4,3.60678,1,19.100903,18.005667,17.941238
587739720309407750,19.54726,19.081123,18.949884,18.93128,19.327938,18.919748,18.832842,18.842531,2.23716,3,366,19.539104,19.081556,18.964554,18.949249,18.621634,619193496535826432,3,2.23716,1,19.129414,19.021538,19.049616
587739720312422799,21.33181,19.095631,18.929741,18.957676,21.064577,18.899004,18.78713,18.849539,2.99955,3,412,21.304123,19.097006,18.93248,18.972763,18.853468,621728162199371776,4,2.99955,1,19.186733,18.960352,19.092987
587739721372663870,19.465219,19.279613,19.076151,18.930876,19.376829,19.214577,19.02898,18.895107,2.04963,5,206,19.482122,19.297348,19.112265,18.95789,18.691742,600054327754620928,3,2.04963,1,19.578444,19.202168,18.967525
587739721381314578,18.978699,18.787062,18.669025,18.627836,18.751392,18.619812,18.547722,18.535856,2.00357,5,338,18.981949,18.805582,18.674393,18.64222,18.553135,610469189752193024,3,2.00357,1,19.00383,18.764065,18.683651
587739721912090690,19.053097,18.830994,18.65943,18.467375,18.901276,18.719286,18.578409,18.405939,2.04673,6,245,19.064039,18.84572,18.6695,18.475191,18.379475,603152221911121920,3,2.04673,1,18.812494,18.674582,18.510639
587739809952628838,19.386589,18.665695,18.593618,18.508482,19.238092,18.556433,18.514372,18.448391,2.65271,2,149,19.412928,18.715645,18.625902,18.527184,18.443865,602587769478316032,4,2.65271,1,18.754583,18.665352,18.54529
587741489831739502,24.84104,20.828018,20.16758,19.970222,24.729347,20.745836,20.107973,19.925026,3.35966,3,302,24.648605,20.835678,20.181349,20.001934,20.037539,663386054715244544,3,3.35966,1,21.012165,20.393415,20.066254
587741490371559436,18.818483,18.001348,18.108236,17.990513,18.693556,17.909428,18.041569,17.93996,2.52026,4,347,18.802368,17.988958,18.106926,17.988354,17.602821,623135160333762560,4,2.52026,1,17.96986,18.034716,17.916805
587741491442352338,26.244516,20.861017,19.795088,19.680138,26.097469,20.752821,19.716616,19.620634,3.71013,6,302,26.242964,20.853321,19.80286,19.696674,19.516935,663386056430714880,3,3.71013,1,21.13545,19.95071,19.806295
587741531702427859,25.809994,21.251301,19.543571,19.353634,25.637981,21.124735,19.451777,19.284027,3.65486,1,222,25.679108,21.245546,19.580029,19.400536,19.281038,659163724019400704,3,3.65486,1,21.501411,19.632633,19.469917
587741531709243467,21.698917,19.949917,19.678654,19.681643,21.582287,19.864101,19.616413,19.634447,3.21346,1,326,21.668816,19.948223,19.701244,19.720425,19.682344,664230651167244288,4,3.21346,1,19.922915,19.587753,19.585361
587741532241133652,20.28068,19.657484,19.178413,18.903355,20.100542,19.52494,19.082281,18.830462,2.08236,2,250,20.236259,19.671183,19.191721,18.905052,18.718287,660852655983165440,0,2.08236,1,19.617125,19.156855,18.947033
587741533315858445,19.736174,19.386898,19.17934,18.958996,19.613125,19.29636,19.113674,18.909203,2.00671,4,265,19.719116,19.396132,19.187798,18.974869,18.701168,661697115826683904,3,2.00671,1,19.51269,19.131193,18.8829
587741533322674255,19.190496,19.108725,19.046804,18.840883,19.082487,19.029253,18.989164,18.797176,2.02004,4,369,19.223177,19.10824,19.072008,18.832371,18.659554,624261068822151168,3,2.02004,1,19.167465,19.086676,18.909521
587741727651332188,22.274578,19.830864,19.408649,19.308922,22.164001,19.749502,19.34964,19.264177,3.37571,6,85,22.22386,19.830719,19.413506,19.311497,19.257147,747831547062648832,4,3.37571,1,19.810495,19.333942,19.23049
587741816788090939,19.131222,18.862545,18.721796,18.430971,19.035444,18.792074,18.670685,18.392214,2.09358,4,332,19.115088,18.868876,18.72821,18.44866,18.26119,699978188998049792,3,2.09358,1,18.841965,18.715481,18.562683
587741817310871836,22.351809,20.578625,19.313211,18.834217,22.200451,20.467257,19.232439,18.77297,4.20941,5,117,22.350954,20.570261,19.297415,18.832756,18.54324,683933784881496064,0,4.20941,1,20.590849,19.314312,18.859875
587741828585554073,23.074194,20.619257,20.310308,20.055004,22.986237,20.554539,20.263371,20.019411,2.82799,2,123,22.967312,20.651859,20.331642,20.079802,19.762762,701949539220717568,3,2.82799,1,20.713774,20.243034,19.917198
587741829920391196,19.545715,18.928953,18.901119,18.863333,19.420124,18.836544,18.834097,18.812511,2.45265,4,11,19.541414,18.955032,18.908838,18.871895,18.692369,665637645916831744,4,2.45265,1,18.883858,18.837379,18.835812
587741830732251302,20.709743,19.032074,18.845844,18.678768,20.635399,18.977371,18.80617,18.648684,2.94139,6,111,20.684893,19.043982,18.882973,18.719109,18.551844,701949540487397376,4,2.94139,1,19.14007,18.869755,18.695522
587741830733758529,19.695772,18.484783,18.45792,18.522608,19.586958,18.404718,18.399851,18.478575,2.7968,6,134,19.711336,18.510275,18.453482,18.522987,18.305099,704201207140319232,3,2.7968,1,18.275196,18.283684,18.436831
587742012729327911,23.279484,21.685562,19.969427,19.587715,23.119535,21.567875,19.884069,19.522991,4.17586,1,78,23.217773,21.702606,20.002018,19.619471,19.414314,666763634059247616,4,4.17586,1,21.724869,19.970579,19.556532
587742013275897893,19.382193,19.098415,19.04627,18.890507,19.282486,19.025051,18.993061,18.850161,2.16145,2,226,19.41728,19.123775,19.104675,18.930132,18.671593,700542311230078976,3,2.16145,1,18.817436,18.921995,18.794943
